Directory URL,Branch Name,Branch Type,Name of Library Service,Library Service Type,WiFi Availability,Address Line 1,Address Line 2,Address Locality,Address Postcode,Postal Address Line 1,Postal Address Line 2,Postal Address Locality,Postal Address Postcode,ILL Address Line 1,ILL Address Line 2,ILL Address Line 3,ILL Address Line 4,ILL Address Locality,ILL Address Postcode,Phone,Phone (after hours),Mobile,Email,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Latitude (Decimal),Longitude (Decimal),Branch Manager Title,Branch Manager Personal Title,Branch Manager Name,Branch Manager Phone,Branch Manager Email,Other Staff Member Position Title,Other Staff Member Personal Title,Other Staff Member Name,Other Staff Member Phone,Other Staff Member Email,Date Created,Date Last Updated
https://plconnect.slq.qld.gov.au/directory/brisbane-city-council/sandgate-library,Sandgate Library,Branch,Brisbane City Council,Independent Library Service,Yes,1 Seymour Street,-,Sandgate,4017,-,-,-,-,-,-,-,-,-,-,-9635,-,-,-,Closed,10am-5pm,10am-6pm,10am-6pm,12 noon-5pm,9am-4pm,Closed,-27.320605,153.070492,Team Leader,-,Katarzyna Stronias,-,-,-,-,-,-,-,10/04/08,17/03/20
https://plconnect.slq.qld.gov.au/directory/brisbane-city-council/stones-corner-library,Stones Corner Library,Branch,Brisbane City Council,Independent Library Service,Yes,280 Logan Road,-,Stones Corner,4120,-,-,-,-,-,-,-,-,-,-,-5519,-,-,-,Closed,Closed,9am-5pm,9am-5pm,9am-5pm,9am-4pm,Closed,-27.4979248,153.0436626,Team Leader,-,Sharon Moy,-,-,-,-,-,-,-,10/04/08,17/03/20
https://plconnect.slq.qld.gov.au/directory/brisbane-city-council/sunnybank-hills-library,Sunnybank Hills Library,Branch,Brisbane City Council,Independent Library Service,Yes,Sunnybank Hills Shopping Centre,661 Compton Road,Sunnybank Hills,4109,-,-,-,-,-,-,-,-,-,-,-3924,-,-,-,9am-6pm,9am-6pm,9am-6pm,9am-8pm,9am-6pm,9am-4pm,Closed,-27.610537,153.0549,Team Leader (Hub Library),-,Kylie Olsen,-,-,-,-,-,-,-,10/04/08,17/03/20
https://plconnect.slq.qld.gov.au/directory/ipswich-city-council/springfield-central-library,Springfield Central Library,Branch,Ipswich City Council,Independent Library Service,Yes,Cnr Main Street & Sirius Drive,Orion Springfield Central,Springfield Central,4300,-,-,-,-,-,-,-,-,-,-,-11900,-,-,libraryspringfield@ipswich.qld.gov.au,9am-5pm,9am-5pm,9am-5pm,9am-8pm,9am-5pm,10am-3pm,10am-3pm,-27.6773902,152.8996622,-,-,-,-,-,-,-,-,-,-,6/03/19,17/03/20
https://plconnect.slq.qld.gov.au/directory/brisbane-city-council/toowong-library,Toowong Library,Branch,Brisbane City Council,Independent Library Service,Yes,Toowong Village Shopping Centre,9 Sherwood Road,Toowong,4066,-,-,-,-,-,-,-,-,-,-,-5939,-,-,-,9am-5.30pm,9am-5.30pm,9am-5.30pm,9am-8pm,9am-5.30pm,9am-4pm,Closed,-27.4858116,152.9930199,Team Leader,-,Bronwyn Forster,-,-,-,-,-,-,-,10/04/08,17/03/20
https://plconnect.slq.qld.gov.au/directory/brisbane-city-council/west-end-library,West End Library,Branch,Brisbane City Council,Independent Library Service,Yes,178-180 Boundary Street,-,West End,4101,-,-,-,-,-,-,-,-,-,-,-11969,-,-,-,Closed,Closed,10am-5pm,10pm-7pm,10am-5pm,9am-4pm,Closed,-27.4824444,153.0118603,Team Leader,-,Robyn Gattera,-,-,-,-,-,-,-,10/04/08,17/03/20
https://plconnect.slq.qld.gov.au/directory/brisbane-city-council/wynnum-library,Wynnum Library,Branch,Brisbane City Council,Independent Library Service,Yes,145 Florence Street,-,Wynnum,4178,-,-,-,-,-,-,-,-,-,-,-5548,-,-,-,9am-6pm,9am-6pm,9am-6pm,9am-8pm,9am-6pm,9am-4pm,Closed,-27.4449997,153.1716801,Team Leader,-,Sue McNaughton,-,-,-,-,-,-,-,10/04/08,17/03/20
https://plconnect.slq.qld.gov.au/directory/brisbane-city-council/zillmere-library,Zillmere Library,Branch,Brisbane City Council,Independent Library Service,Yes,Cnr Jennings Street and Zillmere Road,-,Zillmere,4034,-,-,-,-,-,-,-,-,-,-,-4804,-,-,-,Closed,10am-6pm,12 noon-5pm,10am-6pm,10am-5pm,9am-4pm,Closed,-27.359812,153.040649,Team Leader,-,Kylie Davison / Sue Kieckhofel,-,-,-,-,-,-,-,10/04/08,17/03/20
https://plconnect.slq.qld.gov.au/directory/cassowary-coast-regional-council/dorothy-jones-library,Dorothy Jones Library,Branch,Cassowary Coast Regional Council,Independent Library Service,Yes,34 Bryant Street,-,Tully,4854,-,-,-,-,-,-,-,-,-,-,-2221,-,-,-,10am-5pm,9am-5pm,9am-5pm,9am-6pm,9am-5pm,9am-12 noon,Closed,-17.935228,145.92346,Library Administrator,-,Maxine Marsh,-13159,maxine.marsh@ccrc.qld.gov.au,-,-,-,-,-,11/04/08,17/03/20
https://plconnect.slq.qld.gov.au/directory/lockyer-valley-regional-council/gatton-library,Gatton Library,Branch,Lockyer Valley Regional Council,Independent Library Service,Yes,Lockyer Valley Cultural Centre,34 Lake Apex Drive,Gatton,4343,Gatton Library,PO Box 82,Gatton,4343,ILL,PO Box 386,-,-,Laidley,4341,-8846,-,-,library@lvrc.qld.gov.au,9am-5pm,9am-5pm,9am-5pm,9am-5pm,9am-5pm,9am-12 noon,Closed,-27.569489,152.270057,-,-,-,-,-,-,-,-,-,-,14/04/08,17/03/20
https://plconnect.slq.qld.gov.au/directory/lockyer-valley-regional-council/laidley-library,Laidley Library,Branch,Lockyer Valley Regional Council,Independent Library Service,Yes,Laidley Library and Customer Service Centre,9 Spicer Street,Laidley,4341,PO Box 386,-,Laidley,4341,Interlibrary Loans,PO Box 386,-,-,Laidley,4341,-5759,-,-,laidleylibrary@lvrc.qld.gov.au,9am-5pm,9am-5pm,9am-5pm,9am-5pm,9am-5pm,9am-12 noon,Closed,-27.630138,152.395396,Library Coordinator,-,Nicole Kilah,-5725,nkilah@lvrc.qld.gov.au,-,-,-,-,-,14/04/08,17/03/20
https://plconnect.slq.qld.gov.au/directory/mount-isa-city-council/mount-isa-library,Mount Isa Library,Branch,Mount Isa City Council,Independent Library Service,Yes,23 West Street,-,Mount Isa,4825,PO Box 815,-,Mount Isa,4825,-,-,-,-,-,-,-8043,-,-,library@mountisa.qld.gov.au,9.30am-5.30pm,9.30am-5.30pm,9.30am-5.30pm,9.30am-5.30pm,9.30am-5.30pm,9am-1pm,Closed,-20.725502,139.490674,Library Coordinator,Ms,Lois Huston,-8046,loish@mountisa.qld.gov.au,Library Technician,Ms,Tracey Kowalski,-8044,traceyk@mountisa.qld.gov.au,14/04/08,17/03/20
https://plconnect.slq.qld.gov.au/directory/isaac-regional-council/carmila-library,Carmila Library,Branch,Isaac Regional Council,Independent Library Service,No,16 Music Street,-,Carmila,4739,PO Box 97,-,Moranbah,4744,Dysart Library,Shannon Crescent,-,-,Dysart,4745,-7246,-,-,carmila.library@isaac.qld.gov.au,9am-12 noon; 12.30-5pm,Closed,Closed,10.45am-3.30pm; 4-7pm,Closed,Closed,Closed,-21.909035,149.412301,Library Administrator,Mrs,Desley Jeffs,-,-,-,-,-,-,-,11/04/08,17/03/20
https://plconnect.slq.qld.gov.au/directory/isaac-regional-council/dysart-library,Dysart Library,Branch,Isaac Regional Council,Independent Library Service,No,Shannon Crescent,-,Dysart,4745,PO Box 97,-,Moranbah,4744,Dysart Library,Shannon Crescent,-,-,Dysart,4745,-6670,-,-,dysart.library@isaac.qld.gov.au,8.30am-5pm,8.30am-5pm,8.30am-5pm,8.30am-5pm,8.30am-5pm,Closed,Closed,-22.587905,148.351452,Library Administrator,Ms,Jacky Smith,-6670,dysart.library@isaac.qld.gov.au,Library Officer,Ms,Codie Perris,-,codie.perris@isaac.qld.gov.au,13/04/08,17/03/20
https://plconnect.slq.qld.gov.au/directory/logan-city-council/jimboomba-library,Jimboomba Library,Branch,Logan City Council,Independent Library Service,Yes,18-22 Honora Street,-,Jimboomba,4280,-,-,-,-,-,-,-,-,-,-,-7548,-,-,-,9am-5.30pm,9am-5.30pm,9am-5.30pm,9am-5.30pm,9am-5.30pm,9am-12 noon,Closed,-27.829465,153.026373,Branch Librarian,Ms,Cathryn Elsing,-7550,cathrynelsing@logan.qld.gov.au,-,-,-,-,-,14/04/08,17/03/20
https://plconnect.slq.qld.gov.au/directory/logan-city-council/greenbank-library,Greenbank Library,Branch,Logan City Council,Independent Library Service,Yes,145-167 Teviot Road,-,Greenbank,4124,-,-,-,-,-,-,-,-,-,-,-8401,-,-,-,Closed,1-6pm,10am-6pm,1-6pm,Closed,9am-12 noon,Closed,-27.730177,152.984178,Librarian,-,Julie McCarter,-8401,juliemccarter@logan.qld.gov.au,-,-,-,-,-,14/04/08,17/03/20
https://plconnect.slq.qld.gov.au/directory/logan-city-council/beenleigh-library,Beenleigh Library,Branch,Logan City Council,Independent Library Service,Yes,Crete Street,-,Beenleigh,4207,-,-,-,-,-,-,-,-,-,-,-7488,-,-,-,9am-6pm,9am-6pm,9am-6pm,9am-8pm,9am-6pm,9am-1pm,Closed,-27.718001,153.200725,Regional Librarian,-,Peter Main,-7491,petermain@logan.qld.gov.au,Reference Librarian,-,Jessica Morris,-7497,jessicamorris@logan.qld.gov.au,14/04/08,17/03/20
https://plconnect.slq.qld.gov.au/directory/mareeba-shire-council/mareeba-library,Mareeba Library,Branch,Mareeba Shire Council,Independent Library Service,Yes,221 Byrnes Street,-,Mareeba,4880,PO Box 154,-,Mareeba,4880,PO Box 154,-,-,-,Mareeba,4880,-8654,-,-,mareebal@msc.qld.gov.au,10am-5pm,10am-5pm,10am-5pm,10am-5pm,10am-5pm,9am-12 noon,Closed,-16.996439,145.423177,Mareeba Branch Supervisor,Mrs,Wendy Rutherford,-8655,wendyr@msc.qld.gov.au,-,-,-,-,-,14/04/08,17/03/20
https://plconnect.slq.qld.gov.au/directory/mareeba-shire-council/kuranda-library,Kuranda Library,Branch,Mareeba Shire Council,Independent Library Service,Yes,Kuranda Community Precinct,18-22 Arara Street,Kuranda,4881,PO Box 251,-,Kuranda,4881,PO Box 154,-,-,-,Mareeba,4880,-13224,-,-,kurandal@msc.qld.gov.au,10am-5pm,10am-5pm,10am-5pm,10am-5pm,10am-5pm,9am-12 noon,Closed,-16.8218904,145.6398468,Branch Coordinator,Mrs,Peta Franks,-8761,-,-,-,-,-,-,14/04/08,17/03/20
https://plconnect.slq.qld.gov.au/directory/mareeba-shire-council/chillagoe-library,Chillagoe Library,Branch,Mareeba Shire Council,Independent Library Service,No,The Hub,21-23 Queen St,Chillagoe,4871,c/- Mareeba Library,PO Box 154,Mareeba,4880,PO Box 154,-,-,-,Mareeba,4880,-11117,-,-,chillagoel@msc.qld.gov.au,Closed,1.30pm-5pm,9am-12 noon,Closed,Closed,Closed,Closed,-17.15396049,144.5233783,Branch Administrator,-,Sylvia Cockburn,-11117,-,-,-,-,-,-,14/04/08,17/03/20
https://plconnect.slq.qld.gov.au/directory/mareeba-shire-council/dimbulah-library,Dimbulah Library,Branch,Mareeba Shire Council,Independent Library Service,No,Raleigh Street,-,Dimbulah,4872,c/- Mareeba Library,PO Box 154,Mareeba,4880,PO Box 154,-,-,-,Mareeba,4880,-10002,-,-,dimbulahl@msc.qld.gov.au,Closed,Closed,Closed,2.30pm-5.30pm,Closed,9am-12 noon,Closed,-17.148292,145.112231,Branch Administrator,-,Helen Bryce,-10002,-,-,-,-,-,-,14/04/08,17/03/20
https://plconnect.slq.qld.gov.au/directory/isaac-regional-council/middlemount-library,Middlemount Library,Branch,Isaac Regional Council,Independent Library Service,No,Middlemount Shopping Mall,Carter Place,Middlemount,4746,PO Box 97,-,Moranbah,4744,-,Shannon Crescent,-,-,Dysart,4745,-12683,-,-,middlemount.library@isaac.qld.gov.au,8.30am-5pm,8.30am-5pm,8.30am-5pm,8.30am-5pm,8.30am-5pm,Closed,Closed,-22.809682,148.699619,Frontline Service Officer,Mrs,Leanne Albury,-12683,middlemount.library@isaac.qld.gov.au,-,-,-,-,-,13/04/08,17/03/20
https://plconnect.slq.qld.gov.au/directory/logan-city-council/logan-central-library,Logan Central Library,Branch,Logan City Council,Independent Library Service,Yes,26 Wilbur Street,-,Logan Central,4114,-,-,-,-,-,-,-,-,-,-,-7458,-,-,-,9am-5pm,9am-8pm,9am-5pm,9am-8pm,9am-5pm,9am-4pm,Closed,-27.642929,153.111659,Regional Librarian,-,Colleen Bentzen,-7460,colleenbentzen@logan.qld.gov.au,Reference Librarian,-,Cheryl Matthews,-7463,cherylmatthews@logan.qld.gov.au,14/04/08,17/03/20
https://plconnect.slq.qld.gov.au/directory/isaac-regional-council/moranbah-library,Moranbah Library,Branch,Isaac Regional Council,Independent Library Service,No,Grosvenor Complex,"Batchelor Parade, Town Square",Moranbah,4744,PO Box 97,-,Moranbah,4744,Dysart Library,Shannon Crescent,-,-,Dysart,4745,-8326,-,-,moranbah.library@isaac.qld.gov.au,8.30am-5pm,8.30am-5pm,8.30am-5pm,8.30am-5pm,8.30am-5pm,Closed,Closed,-22.00052,148.046968,Library Supervisor,Ms,Corinna Baerhold,-8339,corinna.baerhold@isaac.qld.gov.au,Circulation Officer,Ms,Nicole Mulligan,-8114,nicole.mulligan@isaac.qld.gov.au,13/04/08,17/03/20
https://plconnect.slq.qld.gov.au/directory/logan-city-council/logan-hyperdome-library,Logan Hyperdome Library,Branch,Logan City Council,Independent Library Service,Yes,66-70 Mandew Street,-,Shailer Park,4128,-,-,-,-,-,-,-,-,-,-,-7478,-,-,-,9am-5pm,9am-8pm,9am - 5pm,9am-5pm,9am-5pm,9am-4pm,Closed,-27.655759,153.171349,Regional Librarian,-,Darshan Balasuriyar,-7480,darshanbalasuriyar@logan.qld.gov.au,Reference Librarian,Mr,Brad Nitins,-7482,bradleynitins@logan.qld.gov.au,14/04/08,17/03/20
https://plconnect.slq.qld.gov.au/directory/logan-city-council/logan-north-library,Logan North Library,Branch,Logan City Council,Independent Library Service,Yes,Cnr Sports Drive & Springwood Road,-,Underwood,4119,-,-,-,-,-,-,-,-,-,-,-7498,-,-,-,9am-5pm,9am-8pm,9am-5pm,9am-8pm,9am-5pm,9am-4pm,Closed,-27.610966,153.118982,Regional Librarian,Mrs,Laney Robinson,-7501,laneyrobinson@logan.qld.gov.au,Reference Librarian,Ms,Amanda Platt,-7502,amandaplatt@logan.qld.gov.au,14/04/08,17/03/20
https://plconnect.slq.qld.gov.au/directory/livingstone-shire-council/yeppoon-library,Yeppoon Library,Branch,Livingstone Shire Council,Independent Library Service,Yes,84 John Street,-,Yeppoon,4703,Livingstone Shire Council,PO Box 2292,Yeppoon,4703,-,-,-,-,Yeppoon,4703,-8709,-,-,-,9am-5pm,9am-5pm,9am-7pm,9am-5pm,9am-5pm,9am-2pm,Closed,-23.131303,150.741348,-,-,-,-,-,-,-,-,-,-,14/04/08,17/03/20
https://plconnect.slq.qld.gov.au/directory/logan-city-council/logan-village-library,Logan Village Library,Branch,Logan City Council,Independent Library Service,Yes,Wharf Street,-,Logan Village,4207,-,-,-,-,-,-,-,-,-,-,-9331,-,-,-,Closed,1-5.30pm,1-5.30pm,1-5.30pm,Closed,9am-12 noon,Closed,-27.767584,153.105136,Librarian,Ms,Sandra Brammall,-9331,sandrabrammall@logan.qld.gov.au,-,-,-,-,-,14/04/08,17/03/20
https://plconnect.slq.qld.gov.au/directory/logan-city-council/logan-west-library,Logan West Library,Branch,Logan City Council,Independent Library Service,Yes,69 Grand Plaza Drive,-,Browns Plains,4118,-,-,-,-,-,-,-,-,-,-,-7518,-,-,-,9am-5pm,9am-8pm,9am-5pm,9am-8pm,9am-5pm,9am-4pm,Closed,-27.665295,153.042673,Regional Librarian,-,Pamela Martin,-7520,pamelamartin@logan.qld.gov.au,Reference Librarian,Ms,Roma Kumar,-7522,romakumar@logan.qld.gov.au,14/04/08,17/03/20
https://plconnect.slq.qld.gov.au/directory/livingstone-shire-council/byfield-library,Byfield Library,Community,Livingstone Shire Council,Independent Library Service,Yes,Raspberry Creek Homestead,2312 Byfield Road,Byfield,4703,Livingstone Shire Council,PO Box 2292,Yeppoon,4703,-,-,-,-,-,-,-6381,-8709,-,-,Closed,3-5:30pm,Closed,Closed,9:30am-12 noon,Closed,Closed,-22.8481245,150.6512932,Library Manager,-,S. Gibbons,-,-,-,-,-,-,-,14/04/08,17/03/20
https://plconnect.slq.qld.gov.au/directory/logan-city-council/marsden-library,Marsden Library,Branch,Logan City Council,Independent Library Service,Yes,35 Chambers Flat Road,-,Marsden,4132,-,-,-,-,-,-,-,-,-,-,-7538,-,-,-,9am-5pm,9am-8pm,9am-5pm,9am-8pm,9am-5pm,9am-4pm,Closed,-27.678721,153.117539,Regional Librarian,-,Aggie Partridge,-7540,aggiepartridge@logan.qld.gov.au,Reference Librarian,-,Carrie-Anne Carlile,-8195,carrie-annecarlile@logan.qld.gov.au,14/04/08,17/03/20
https://plconnect.slq.qld.gov.au/directory/isaac-regional-council/st-lawrence-library,St Lawrence Library,Branch,Isaac Regional Council,Independent Library Service,No,22 Railway Parade,-,St Lawrence,4707,PO Box 97,-,Moranbah,4744,Dysart Library,Shannon Crescent,-,-,Dysart,4745,-14058,-,-,stlawrence.library@isaac.qld.gov.au,Closed,9.00am-12 noon; 12.30-4pm,12.30-3.30pm; 4-7pm,Closed,9.00am-12noon; 12.30-4pm,Closed,Closed,-22.35097,149.523221,Library Administrator,Mrs,Desley Jeffs,-14058,stlawrence.library@isaac.qld.gov.au,-,-,-,-,-,14/04/08,17/03/20
https://plconnect.slq.qld.gov.au/directory/redland-city-council/amity-point-library,Amity Point Library,Branch,Redland City Council,Independent Library Service,No,Ballow Street,-,North Stradbroke Island,4183,PO Box 21,-,Cleveland,4163,-,-,-,-,-,-,-10384,-,-,-,Closed,Closed,9am-12 noon,1.30-4.30pm,Closed,8.30am-11.30am,Closed,-27.395949,153.440373,-,-,-,-,-,-,-,-,-,-,14/04/08,17/03/20
https://plconnect.slq.qld.gov.au/directory/mackay-regional-council/gordon-white-library,Gordon White Library,Branch,Mackay Regional Council,Independent Library Service,Yes,54 Phillip Street,Mt Pleasant,Mackay,4740,-,-,-,-,-,-,-,-,-,-,-14294,-,-,-,9am-5.30pm,9am-5.30pm,9am-5.30pm,10am-7pm,9am-5.30pm,9am-2pm,9am-12 noon (second Sunday monthly),-21.117168,149.160209,Branch Supervisor,-,Kerry Davis,-,-,-,-,-,-,-,14/04/08,17/03/20
https://plconnect.slq.qld.gov.au/directory/redland-city-council/capalaba-library,Capalaba Library,Branch,Redland City Council,Independent Library Service,Yes,14 Noeleen Street,-,Capalaba,4157,PO Box 21,-,Cleveland,4163,-,-,-,-,-,-,-11799,-,-,-,9am-5pm,9am-5pm,9am-5pm,9am-7.30pm,9am-5pm,9am-4pm,Closed,-27.523134,153.192823,Branch Librarian,-,Meaghan Brown,-11801,library@redland.qld.gov.au,-,-,-,-,-,14/04/08,17/03/20
https://plconnect.slq.qld.gov.au/directory/redland-city-council/cleveland-library,Cleveland Library,Branch,Redland City Council,Independent Library Service,Yes,Cnr Bloomfield and Middle Streets,-,Cleveland,4163,PO Box 21,-,Cleveland,4163,-,-,-,-,-,-,-12545,-,-,-,9am-5pm,9am-5pm,9am-7.30pm,9am-7.30pm,9am-5pm,9am-4pm,Closed,-27.525767,153.266946,Branch Librarian,Mrs,Kim English,-12351,library@redland.qld.gov.au,-,-,-,-,-,14/04/08,17/03/20
https://plconnect.slq.qld.gov.au/directory/townsville-city-council/aitkenvale,Aitkenvale,Branch,Townsville City Council,Independent Library Service,Yes,4 Petunia Street,-,Aitkenvale,4814,PO Box 1268,-,Townsville,4810,86 Thuringowa Drive,-,-,-,Thuringowa Central,4817,-12983,-,-,-,9am-5pm,9am-6pm,9am-5pm,9am-6pm,9am-5pm,9am-3pm,Closed,-19.295081,146.771859,"Team Manager, Libraries",-,Pamela McGowan,-14337,pamela.mcgowan@townsville.qld.gov.au,-,-,-,-,library@townsville.qld.gov.au,14/04/08,17/03/20
https://plconnect.slq.qld.gov.au/directory/redland-city-council/victoria-point-library,Victoria Point Library,Branch,Redland City Council,Independent Library Service,Yes,Victoria Point Lakeside Shopping Centre,7-15 Bunker Road,Victoria Point,4165,PO Box 21,-,Cleveland,4163,-,-,-,-,-,-,-7830,-,-,-,9am-5pm,9am-5pm,9am-5pm,9am-7.30pm,9am-5pm,9am-4pm,Closed,-27.584981,153.280402,Branch Librarian,-,Alison Rogers,-12509,library@redland.qld.gov.au,-,-,-,-,-,14/04/08,17/03/20
https://plconnect.slq.qld.gov.au/directory/townsville-city-council/thuringowa-central-library,Thuringowa Central Library,Branch,Townsville City Council,Independent Library Service,Yes,86 Thuringowa Drive,-,Thuringowa Central,4817,PO Box 1268,-,Townsville,4810,86 Thuringowa Drive,-,-,-,Thuringowa Central,4817,-13530,-,-,-,9am-5pm,9am-6pm,9am-5pm,9am-6pm,9am-5pm,9am-3pm,9am-1pm,-19.308754,146.73144,"Team Manager, Libraries",-,-,-,-,-,-,-,-,-,14/04/08,17/03/20
https://plconnect.slq.qld.gov.au/directory/redland-city-council/point-lookout-library,Point Lookout Library,Branch,Redland City Council,Independent Library Service,No,Point Lookout Community Hall,East Coast Road,Point Lookout,4183,PO Box 21,-,Cleveland,4163,-,-,-,-,-,-,-11391,-,-,-,Closed,10am-12.30pm; 1.30-5.30pm,9am-1pm,Closed,1pm-5pm,Closed,Closed,-27.426033,153.521029,-,-,-,-,-,-,-,-,-,-,14/04/08,17/03/20
https://plconnect.slq.qld.gov.au/directory/redland-city-council/dunwich-library,Dunwich Library,Branch,Redland City Council,Independent Library Service,No,Ballow Road,-,Dunwich,4183,PO Box 21,-,Cleveland,4163,-,-,-,-,-,-,-12884,-,-,-,Closed,9am-12 noon,Closed,1am-5pm,Closed,8.30am-11.30am,Closed,-27.501486,153.404095,-,-,-,-,-,-,-,-,-,-,14/04/08,17/03/20
https://plconnect.slq.qld.gov.au/directory/redland-city-council/russell-island-library,Russell Island Library,Branch,Redland City Council,Independent Library Service,No,22 High Street,-,Russell Island,4184,PO Box 21,-,Cleveland,4163,-,-,-,-,-,-,-5039,-,-,-,Closed,Closed,9:30am-12:30pm; 1:30-5pm,9:30am-12:30pm; 1:30-5pm,9:30am-12:30pm; 1:30-5pm,9am-1.00pm,Closed,-27.647617,153.382141,-,-,-,-,-,-,-,-,-,-,14/04/08,18/03/20
https://plconnect.slq.qld.gov.au/directory/torres-shire-council/ngulaig-meta,Ngulaig Meta,Branch,Torres Shire Council,Rural Libraries Queensland,No,121 Douglas Street,-,Thursday Island,4875,PO Box 171,-,Thursday Island,4875,-,-,-,-,-,-,-12922,-,-,library@torres.qld.gov.au,10am-6pm,10am-6pm,10am-6pm,10am-6pm,10am-6pm,10am-1pm,Closed,-10.584312,142.215656,Librarian,-,Mavis Bani,-12922,Mavis.Bani@torres.qld.gov.au,-,-,-,-,-,14/04/08,18/03/20
https://plconnect.slq.qld.gov.au/directory/noosa-council/noosaville-library,Noosaville Library,Branch,Noosa Council,Independent Library Service,Yes,7 Wallace Drive,-,Noosaville,4566,-,-,-,-,PO Box 141,-,-,-,Tewantin,4565,-11830,-,-,-,9am-5.30pm,9am-5.30pm,9am-5.30pm,9am-5.30pm,9am-5.30pm,9am-3pm,10am-2pm,-26.401172,153.049942,Branch Librarian,-,Emma Haslam,-,emma.haslam@noosa.qld.gov.au,-,-,-,-,-,14/04/08,18/03/20
https://plconnect.slq.qld.gov.au/directory/hope-vale-aboriginal-shire-council/hope-vale-indigenous-knowledge-centre,Hope Vale Indigenous Knowledge Centre,Branch,Hope Vale Aboriginal Shire Council,Indigenous Knowledge Centre,No,5 Muni Street,Hope Vale,via Cooktown,4895,Jack Bambie Memorial Centre,-,Hope Vale,4895,-,-,-,-,-,-,-13373,-,-,-,9am-12noon; 1-3pm,9am-12noon; 1-3pm,9am-12noon; 1-30pm,9am-12noon; 1-3pm,8am-12noon,Closed,Closed,-15.294597,145.1099,IKC Coordinator,-,Shirley Costello,-13373,ikc@hopevale.qld.gov.au,-,-,-,-,-,29/05/08,18/03/20
https://plconnect.slq.qld.gov.au/directory/yarrabah-aboriginal-shire-council/yarrabah-knowledge-centre,Yarrabah Knowledge Centre,Branch,Yarrabah Aboriginal Shire Council,Indigenous Knowledge Centre,No,Lot 207 Noble Drive,-,Yarrabah,4871,Yarrabah Knowledge Centre,c/- 56 Sawmill Road,Yarrabah,4871,-,-,-,-,-,-,-791,-,-,-,8am-5pm,8am-5pm,8am-5pm,8am-5pm,8am-5pm,Closed,Closed,-16.907672,145.866809,IKC Coordinator,-,Pam Mundraby,-791,pmundraby@yarrabah.qld.gov.au,-,-,-,-,-,14/04/08,18/03/20
https://plconnect.slq.qld.gov.au/directory/torres-strait-island-regional-council/warraber-indigenous-knowledge-centre,Warraber Indigenous Knowledge Centre,Branch,Torres Strait Island Regional Council,Indigenous Knowledge Centre,No,Ganaia Street,-,Warraber Island,4875,Attn. Olive Lui - TSIRC,Lot 52 Ganaia Street,Warraber Island,4875,-,-,-,-,-,-,-6579,-,-,-,10am-12 noon; 2-4pm,10am-12noon; 2-4pm,10am-12noon; 2-4pm,10am-12noon; 2-4pm,10am-12noon; 2-4pm,Closed,Closed,-10.205248,142.826876,IKC Coordinator,-,Daniel Billy,-6579,Daniel.Billy@tsirc.qld.gov.au,-,-,-,-,-,11/03/15,18/03/20
https://plconnect.slq.qld.gov.au/directory/lockhart-river-aboriginal-shire-council/lockhart-river-indigenous-knowledge-centre,Lockhart River Indigenous Knowledge Centre,Branch,Lockhart River Aboriginal Shire Council,Indigenous Knowledge Centre,Yes,Poucheewee Street,-,Lockhart River,4892,C/- Post Office,-,Lockhart River,4892,-,-,-,-,-,-,-11056,-,-,librarycoordinator@lockhart.qld.gov.au,9am-12noon; 1-4.30pm,9am-12noon; 1-4.30pm,9am-12noon; 1-4.30pm,9am-12noon; 1-4.30pm,9am-12noon,Closed,Closed,-12.785393,143.343311,IKC Coordinator,-,Gretia Pascoe,-11056,lockhartikc@gmail.com,-,-,-,-,-,13/04/08,18/03/20
https://plconnect.slq.qld.gov.au/directory/napranum-aboriginal-shire-council/mary-ann-coconut-library,Mary Ann Coconut Library,Branch,Napranum Aboriginal Shire Council,Indigenous Knowledge Centre,No,320 Wa-Tyne Street,-,Weipa,4874,PO Box 538,-,Weipa,4874,-,-,-,-,-,-,-9636,-,-,-,4.30-5:30pm,4.30pm-5:30pm,4.30pm-5:30pm,4.30pm-5:30pm,4.30pm-5:30pm,Closed,Closed,-12.685013,141.886902,IKC Coordinator,-,"Jenny Ryan, Nancy Wapau",-9636,nancy.wapau@napranum.qld.gov.au,-,-,-,-,-,17/08/15,18/03/20
https://plconnect.slq.qld.gov.au/directory/palm-island-aboriginal-shire-council/bwgcolman-indigenous-knowledge-center,Bwgcolman Indigenous Knowledge Center,Branch,Palm Island Aboriginal Shire Council,Indigenous Knowledge Centre,No,Lot 1 Main St,-,Palm Island,4816,C/- Palm Island Aboriginal Shire Council,1 Main Street,Palm Island,4816,-,-,-,-,-,-,-4976,-,-,-,9am-5pm,9am-5pm,9am-5pm,9am-5pm,9am-5pm,Closed,Closed,-18.733938,146.577464,IKC Coordinator,-,Regina James,-4976,palmislandikc@gmail.com,-,-,-,-,-,23/09/10,18/03/20
